query,tweet,compound,neg,neu,pos
Cyber Monday,"RT @MeloniFulvio: Walmart's Cyber Monday sale starts at midnight, but these deals are already live https://t.co/GbnQ2C3s57",0.0,0.0,1.0,0.0
Cyber Monday,"RT @MeloniFulvio: Walmart's Cyber Monday sale starts at midnight, but these deals are already live https://t.co/GbnQ2C3s57",0.0,0.0,1.0,0.0
Cyber Monday,"RT @MeloniFulvio: Walmart's Cyber Monday sale starts at midnight, but these deals are already live https://t.co/GbnQ2C3s57",0.0,0.0,1.0,0.0
Cyber Monday,The 27 Best Cyber Monday Deals of 2020 | https://t.co/7XsFC05fPP - https://t.co/7XsFC05fPP has been published on Ca… https://t.co/ZCZkbAE9hy,0.6369,0.0,0.802,0.198
Cyber Monday,"RT @MeloniFulvio: Walmart's Cyber Monday sale starts at midnight, but these deals are already live https://t.co/GbnQ2C3s57",0.0,0.0,1.0,0.0
Cyber Monday,"Walmart's Cyber Monday sale starts at midnight, but these deals are already live https://t.co/GbnQ2C3s57",0.0,0.0,1.0,0.0
Cyber Monday,CYBER MONDAY DEALS STARTING NOW! ⏳ DON’T MISS OUT 🛍 https://t.co/J5lZ8vQPRs @shophermanabeauty https://t.co/2SaZ2TIPPJ,0.3135,0.0,0.868,0.132
Cyber Monday,Cyber monday ?? https://t.co/EHWrtXT0GU,0.0,0.0,1.0,0.0
Cyber Monday,"Start your week smart: Pennsylvania, Covid-19, NFL, Zappos, Cyber Monday https://t.co/JoihT0O47J",0.4019,0.0,0.787,0.213
Cyber Monday,RT @MeloniFulvio: Restock alert: AirPods Pro are back on sale at Walmart for only $169 https://t.co/UDVPaBdRVu,0.296,0.0,0.872,0.128
Cyber Monday,RT @MeloniFulvio: Restock alert: AirPods Pro are back on sale at Walmart for only $169 https://t.co/UDVPaBdRVu,0.296,0.0,0.872,0.128
Cyber Monday,RT @MeloniFulvio: Restock alert: AirPods Pro are back on sale at Walmart for only $169 https://t.co/UDVPaBdRVu,0.296,0.0,0.872,0.128
Cyber Monday,RT @MeloniFulvio: Restock alert: AirPods Pro are back on sale at Walmart for only $169 https://t.co/UDVPaBdRVu,0.296,0.0,0.872,0.128
Cyber Monday,Restock alert: AirPods Pro are back on sale at Walmart for only $169 https://t.co/UDVPaBdRVu,0.296,0.0,0.855,0.145
Cyber Monday,What Cyber Monday sale should I do?  Or should I keep the buy 2 get 1 free?,0.5661,0.0,0.814,0.186
Cyber Monday,BLACK FRIDAY + CYBER MONDAY - https://t.co/SQVoKZj7Ox https://t.co/NA3aWb4pPZ,0.0,0.0,1.0,0.0
Cyber Monday,iPhone 7 Cyber Monday Deals 2020: Unlocked iPhone 7 &amp; 7 Plus Deals Revealed by Save Bubble - GlobeNewswire has been… https://t.co/L4T5m31OJ9,0.4939,0.0,0.868,0.132
Cyber Monday,@danielleevans44 Yep cyber everyday but I guess there are some deals on Monday for the prudent cybershopper,0.1531,0.0,0.909,0.091
Cyber Monday,i suppose everyone enjoyed there thanksgiving recess ready to return to work tomorrow ? i know cyber monday but its… https://t.co/MimMC7nPnh,0.4404,0.0,0.83,0.17
Cyber Monday,"The Black Friday weekend special continues... from Black Friday until Cyber Monday, book any 2021 session with McLe… https://t.co/KLFn7rbwNV",0.4019,0.0,0.87,0.13
Cyber Monday,"Cyber Monday Sale!
Save 30% off our Aegis products from November 30-Dec.6th
https://t.co/uH2Vvh8i7C
Don’t forget to… https://t.co/fQpHb61Ojh",0.3802,0.093,0.736,0.171
Cyber Monday,All the best Cyber Monday deals you can shop at Amazon https://t.co/i0V9kC0Fxt,0.7096,0.0,0.629,0.371
Cyber Monday,"Score deep savings on an Apple Watch Series 6, SE and Series 5 https://t.co/WZ5iW2xTaj",0.0,0.0,1.0,0.0
Cyber Monday,Best Cyber Monday iPhone 12 Deals 2020: Top iPhone 12 &amp; 12 mini Savings Rounded Up by Save Bubble - GlobeNewswire h… https://t.co/vncALWqVgx,0.8481,0.0,0.685,0.315
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,400+ early Cyber Monday deals you can shop now https://t.co/REWUPhWrOy,0.0,0.0,1.0,0.0
Cyber Monday,Nordstrom’s Cyber Monday Deals Are Next Level https://t.co/k0tvjQQpgB,0.0,0.0,1.0,0.0
Cyber Monday,RT @MeloniFulvio: This Cyber Monday deal is not like the others: Earphones that double as a Bluetooth speaker https://t.co/v5bfKUDuGV,-0.2755,0.105,0.895,0.0
Cyber Monday,"RT @MeloniFulvio: 14 Cyber Monday deals on wireless headphones: Beats, Sony, and more https://t.co/JVxIFAxfmd",0.0,0.0,1.0,0.0
Cyber Monday,RT @MeloniFulvio: 23 Cyber Monday deals on home workout equipment https://t.co/OBjZxS1ItC,0.0,0.0,1.0,0.0
Cyber Monday,RT @MeloniFulvio: This Cyber Monday deal is not like the others: Earphones that double as a Bluetooth speaker https://t.co/v5bfKUDuGV,-0.2755,0.105,0.895,0.0
Cyber Monday,"RT @MeloniFulvio: 14 Cyber Monday deals on wireless headphones: Beats, Sony, and more https://t.co/JVxIFAxfmd",0.0,0.0,1.0,0.0
Cyber Monday,RT @MeloniFulvio: 23 Cyber Monday deals on home workout equipment https://t.co/OBjZxS1ItC,0.0,0.0,1.0,0.0
Cyber Monday,RT @danielleevans44: How is there still a cyber Monday?? Isn’t it all the same now??,0.0,0.0,1.0,0.0
Cyber Monday,RT @MeloniFulvio: This Cyber Monday deal is not like the others: Earphones that double as a Bluetooth speaker https://t.co/v5bfKUDuGV,-0.2755,0.105,0.895,0.0
Cyber Monday,RT @MeloniFulvio: This Cyber Monday deal is not like the others: Earphones that double as a Bluetooth speaker https://t.co/v5bfKUDuGV,-0.2755,0.105,0.895,0.0
Cyber Monday,"RT @MeloniFulvio: 14 Cyber Monday deals on wireless headphones: Beats, Sony, and more https://t.co/JVxIFAxfmd",0.0,0.0,1.0,0.0
Cyber Monday,"RT @MeloniFulvio: 14 Cyber Monday deals on wireless headphones: Beats, Sony, and more https://t.co/JVxIFAxfmd",0.0,0.0,1.0,0.0
Cyber Monday,RT @MeloniFulvio: 23 Cyber Monday deals on home workout equipment https://t.co/OBjZxS1ItC,0.0,0.0,1.0,0.0
Cyber Monday,RT @MeloniFulvio: 23 Cyber Monday deals on home workout equipment https://t.co/OBjZxS1ItC,0.0,0.0,1.0,0.0
Cyber Monday,This Cyber Monday deal is not like the others: Earphones that double as a Bluetooth speaker https://t.co/v5bfKUDuGV,-0.2755,0.117,0.883,0.0
Cyber Monday,"14 Cyber Monday deals on wireless headphones: Beats, Sony, and more https://t.co/JVxIFAxfmd",0.0,0.0,1.0,0.0
Cyber Monday,23 Cyber Monday deals on home workout equipment https://t.co/OBjZxS1ItC,0.0,0.0,1.0,0.0
Cyber Monday,RT @MeloniFulvio: Save $250 on Samsung's smart robot vacuum https://t.co/o1yr53OPun,0.7096,0.0,0.576,0.424
Cyber Monday,RT @MeloniFulvio: Save $250 on Samsung's smart robot vacuum https://t.co/o1yr53OPun,0.7096,0.0,0.576,0.424
Cyber Monday,RT @MeloniFulvio: Save $250 on Samsung's smart robot vacuum https://t.co/o1yr53OPun,0.7096,0.0,0.576,0.424
Cyber Monday,RT @MeloniFulvio: Save $250 on Samsung's smart robot vacuum https://t.co/o1yr53OPun,0.7096,0.0,0.576,0.424
Cyber Monday,Save $250 on Samsung's smart robot vacuum https://t.co/o1yr53OPun,0.7096,0.0,0.504,0.496
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,Early Cyber Monday Deals on Pandemic Supplies https://t.co/AqLbsRBsyx,0.0,0.0,1.0,0.0
Cyber Monday,14 Early Cyber Monday Weekend Deals on Earth-Friendly Gear https://t.co/rBSVg8iE3H,0.0,0.0,1.0,0.0
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,RT WIRED : Now's great time to restock your pandemic supplies. We’ve uncovered some of the best deals on everything… https://t.co/oByrZuw6k9,0.8519,0.0,0.696,0.304
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,Best Cyber Monday Sceptre Monitor Deals - WePC - PC Building Community has been published on Canada News Media -… https://t.co/aaEi5Foaly,0.6369,0.0,0.826,0.174
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,"RT @pidgezero_one: got banned from gaia online because i very badly misunderstood what ""cyber monday"" means",-0.8431,0.411,0.589,0.0
Cyber Monday,Cyber Monday sale https://t.co/Z493wod4wT,0.0,0.0,1.0,0.0
Cyber Monday,The best Black Friday tech deals happening at Walmart https://t.co/ls1GJtPHYJ #health #business #engage,0.765,0.0,0.625,0.375
Cyber Monday,RT @shoppingtimeca: The much-Awaited sale is live now! There is no better platform than @shoppingtimeca  for your online shopping during #b…,-0.4015,0.119,0.881,0.0
Cyber Monday,Best Buy Cyber Monday 2020: Here Are The Best Early Deals - Forbes has been published on Canada News Media -… https://t.co/YK5EKX5bX1,0.8555,0.0,0.704,0.296
Cyber Monday,Black friday and cyber monday better make EBAY’s stock FLY cause damn this bitch move slow as shit,-0.836,0.39,0.505,0.105
Cyber Monday,"Brands: Hurry, our Black Friday sale ends 11:59:59

Also Brands: Don't miss our Cyber Monday Week sale.",0.1139,0.0,0.917,0.083
Cyber Monday,"Best Cyber Monday deals under $50 already available from Amazon, Walmart, Best Buy and more - CNET… https://t.co/LAVGA61MZE",0.8779,0.0,0.598,0.402
Cyber Monday,scam na black friday -_- antayin ko cyber monday,-0.5719,0.316,0.684,0.0
Cyber Monday,RT @danielleevans44: How is there still a cyber Monday?? Isn’t it all the same now??,0.0,0.0,1.0,0.0
Cyber Monday,How is there still a cyber Monday?? Isn’t it all the same now??,0.0,0.0,1.0,0.0
Cyber Monday,2 words: COLOUR. RUSH. Grab your custom team gear in our new awesome designs for cyber Monday! STAY TUNED FOR MORE… https://t.co/vRsRhdZeup,0.6588,0.0,0.827,0.173
Cyber Monday,@CMONDOMINIQUE Mostly skincare and makeup. And I might or might not have spent $100 on stuff from Best Buy yesterda… https://t.co/w8c6ouetkH,0.6369,0.0,0.826,0.174
Cyber Monday,Make the most of Cyber Monday deals while remaining vigilant against cybercriminals. But feel free to pass on the s… https://t.co/vdafODxIJv,0.7003,0.0,0.766,0.234
Cyber Monday,In between Black Friday and Cyber Monday is Small Business Saturday. @DaleManucdoc highlights some local Hamilton s… https://t.co/ofKJjoZTbf,0.0,0.0,1.0,0.0
Cyber Monday,"🇨🇦 Our Black Friday to Cyber Monday SALE starts Friday, November 27th.
40% off the entire website!

Cool Canuck app… https://t.co/sCiCsbHur6",0.3802,0.0,0.885,0.115
Cyber Monday,RT @scifeyecandy: 📷 Black Friday / Cyber Monday Sale! 20% at https://t.co/D4g6Wo6qoy only until November 30 2020. #scifeyecandy #handmadein…,0.0,0.0,1.0,0.0
Cyber Monday,📷 Black Friday / Cyber Monday Sale! 20% at https://t.co/D4g6Wo6qoy only until November 30 2020. #scifeyecandy… https://t.co/SaZoCrbbvv,0.0,0.0,1.0,0.0
Cyber Monday,"Black Friday / Cyber Monday Sale! 
20% at https://t.co/D4g6Wo6qoy only until November 30 2020. 

#scifeyecandy… https://t.co/QMSdRQsy91",0.0,0.0,1.0,0.0
Cyber Monday,"@SeraphLunaK @vividlystrange I'm a small Canadian business that makes enamel pins, patches, apparel, stickers, resi… https://t.co/MIsdb5PnEK",0.0,0.0,1.0,0.0
Cyber Monday,Thank you Toronto for voting gravitypope Best Women's Shoe Store in Now Toronto's Readers' Choice 2020. Save an ext… https://t.co/EUHQbk5wLi,0.872,0.0,0.632,0.368
Cyber Monday,Cyber Monday is the perfect time to unsubscribe from the emails that no longer spark joy !,0.7119,0.157,0.527,0.316
Cyber Monday,Cyber Monday 2020 is expected to become the biggest digital sales day in history in the United States. https://t.co/rbrErCDZTg,0.4215,0.0,0.865,0.135
Cyber Monday,@AuthorLinzFera https://t.co/YYwCaxXQlC tips for anyone thinking of shopping this Monday! #Cybermonday2020,0.0,0.0,1.0,0.0
Cyber Monday,"Have you checked out our Black Friday bundles yet? 👀⁣
⁣
The best deals on CBD and CBD for pets available now until… https://t.co/3uPvKzvGyg",0.6369,0.0,0.846,0.154
Cyber Monday,"Our Black Friday sale has been extended through to Cyber Monday! Get 15% off merch, glassware, mix packs, and selec… https://t.co/ptGhNjWjLC",0.0,0.0,1.0,0.0
Cyber Monday,@bcamj53 I’ve heard old navy will have great deals on Cyber Monday too!,0.6588,0.0,0.732,0.268
Cyber Monday,Best Black Friday and Cyber Monday tech deals for students https://t.co/fMEw2FrRvs https://t.co/5AZQjYRQ6R,0.6369,0.0,0.724,0.276
Cyber Monday,"This week, take advantage of the CYBER MONDAY sale is the TASTE DELI!

Use code: CMTASTE to receive 25% OFF selecte… https://t.co/rLb61t807Y",0.3164,0.0,0.902,0.098
Cyber Monday,@FlyEthiopianCAN How do I get the Black Friday/ Cyber Monday deal?,0.0,0.0,1.0,0.0
Cyber Monday,"RT @RJCity1: I know it was just Black Friday and Cyber Monday is coming up, but please don’t forget Guy Who Sells Bee Products At The Farme…",0.1531,0.078,0.825,0.097
Cyber Monday,"RT @RJCity1: I know it was just Black Friday and Cyber Monday is coming up, but please don’t forget Guy Who Sells Bee Products At The Farme…",0.1531,0.078,0.825,0.097
Cyber Monday,Early Cyber Monday Deals on Pandemic Supplies #Innovation via https://t.co/pwflzXGpiN https://t.co/ljfc8cK6Ak,0.3818,0.0,0.794,0.206
Cyber Monday,"RT @RJCity1: I know it was just Black Friday and Cyber Monday is coming up, but please don’t forget Guy Who Sells Bee Products At The Farme…",0.1531,0.078,0.825,0.097
Cyber Monday,"NOW | This week on Tech Talk, @marc_saltzman is talking about a social platform partnership helping small businesse… https://t.co/MBCIPWROgZ",0.296,0.0,0.891,0.109
Cyber Monday,"I know it was just Black Friday and Cyber Monday is coming up, but please don’t forget Guy Who Sells Bee Products A… https://t.co/9DSd1CojjI",0.1531,0.086,0.806,0.108
Cyber Monday,Extending the Black Friday sale till Cyber Monday. 65% off the original price + an additional 10% calculated at che… https://t.co/5zwYlEdIoK,0.3182,0.0,0.897,0.103
Cyber Monday,This is what you should buy on Amazon before Cyber Monday - Yahoo Canada Sports has been published on Canada News M… https://t.co/Fz2NkU1jvy,0.1779,0.0,0.928,0.072
Cyber Monday,"Shop Black Friday and Cyber Monday deals only available in the U.S. without crossing the border. Find a deal, let u… https://t.co/brorAVALD8",0.0,0.0,1.0,0.0
Cyber Monday,So I’ve never participated in Black Fri or Cyber Monday shopping...but I think I might have to this year. I have tr… https://t.co/00wKtHcgPP,0.0,0.0,1.0,0.0
Cyber Monday,"""BFCM is more than a sale; it’s a show."" (BFCM = Black Friday Cyber Monday). By @Alex_Danco

https://t.co/1nOKLgKANV",0.0,0.0,1.0,0.0
Cyber Monday,Huge Sale this weekend &amp; Cyber Monday 20% off: https://t.co/rcSPn8bwLk https://t.co/qb3OPwJubb,0.3182,0.0,0.813,0.187
Cyber Monday,The best Black Friday laptop deals https://t.co/vVklu4Z4Lf #health #business #engage,0.765,0.0,0.548,0.452
Cyber Monday,@ZARA_Care will there be a cyber monday sale,0.0,0.0,1.0,0.0
Cyber Monday,does zara do a cyber monday sale,0.0,0.0,1.0,0.0
Cyber Monday,🦊What does the MoxTea Fox say? The fox says to check out our BIGGEST savings event of the year with up to 20% OFF &amp;… https://t.co/opQ7B9AMz9,0.0,0.0,1.0,0.0
Cyber Monday,"Almost everyone dreams of travelling these days and while we’re in the midst of a second lockdown, the urge to trav… https://t.co/HA2iwF0vn9",0.3446,0.0,0.897,0.103
Cyber Monday,@Nike y’all doing cyber Monday no?,0.0,0.0,1.0,0.0
Cyber Monday,"@harleyf @tobi @Shopify Black Friday alone:
2019: ~$1.6 billion (estimate)
2020: $2.4 billion

Black Friday through… https://t.co/xWboQiYjIO",-0.25,0.111,0.889,0.0
Cyber Monday,"@venusenvyottawa is not just an adult store, it's an important inclusive space for education. As a young queer pers… https://t.co/l1piXzapJp",0.2023,0.0,0.913,0.087
Cyber Monday,RT @Littledragonco1: For cyber Monday I'm adding to my 30% off https://t.co/Q1SI4FYKRY &amp; https://t.co/VGy08jkHXJ sale qualifying 20 put a n…,0.0,0.0,1.0,0.0
Cyber Monday,RT @Littledragonco1: For cyber Monday I'm adding to my 30% off https://t.co/Q1SI4FYKRY &amp; https://t.co/VGy08jkHXJ sale qualifying 20 put a n…,0.0,0.0,1.0,0.0
Cyber Monday,Shout out to the folks who skipped Black Friday in favour of Cyber Monday this year. Thank you https://t.co/BJpHLA8A1K,0.6597,0.0,0.759,0.241
Cyber Monday,RT @Littledragonco1: For cyber Monday I'm adding to my 30% off https://t.co/Q1SI4FYKRY &amp; https://t.co/VGy08jkHXJ sale qualifying 20 put a n…,0.0,0.0,1.0,0.0
Cyber Monday,For cyber Monday I'm adding to my 30% off https://t.co/Q1SI4FYKRY &amp; https://t.co/VGy08jkHXJ sale qualifying 20 put… https://t.co/GR7UFnByWV,0.0,0.0,1.0,0.0
Cyber Monday,RT @gr8lakeinvestor: $FSLY hit all time high traffic today. More than election day and this is just Black Friday and not even Cyber Monday.,0.0,0.0,1.0,0.0
Cyber Monday,"Once again Black Friday has made it’s mark. It really makes you think though🤔

Thanksgiving, Black Friday and Cyber… https://t.co/4zln9j8sid",0.0,0.0,1.0,0.0
Cyber Monday,"In 2017 we had our 🤞that our merchants would hit cumulative sales of $1B by Cyber Monday. The day after, a small gr… https://t.co/e997OyMunQ",0.0,0.0,1.0,0.0
Cyber Monday,Quest 2 Stock Holding Steady as Black Friday Begins #VirtualReality via https://t.co/pwflzXGpiN https://t.co/GZ3nyB6voT,0.0,0.0,1.0,0.0
Cyber Monday,#Vava’s #4K ultra short-throw #projector is $840 off at Amazon https://t.co/GAaviwjPbm,0.1779,0.0,0.855,0.145
Cyber Monday,Cyber Monday,0.0,0.0,1.0,0.0
Cyber Monday,CYBER MONDAY BLACK FRIDAY SPECIAL TODAY SATURDAY. ICIWorld. https://t.co/vNHnSOzXwx https://t.co/rDlIX1XDr8,0.5319,0.0,0.724,0.276
Cyber Monday,"Guilty for using black friday and cyber monday sales as an excuse to get a new parka. 🤫

should I wait for boxing day instead?",-0.3612,0.1,0.854,0.046
Cyber Monday,asking for a friend... maybe a Cyber Monday sale? https://t.co/behEtpEbUI,0.4939,0.0,0.738,0.262
Cyber Monday,RT @gr8lakeinvestor: $FSLY hit all time high traffic today. More than election day and this is just Black Friday and not even Cyber Monday.,0.0,0.0,1.0,0.0
Cyber Monday,Black Friday/Cyber Monday has lost its excitement because the same sales have been going on for the last 3 weeks,0.2263,0.098,0.766,0.136
Cyber Monday,I made my First Online Purchase on  Black Friday. Ordinarily I buy in person but what the heck. as for Monday - Eve… https://t.co/xBB9wySS61,0.0,0.0,1.0,0.0
Cyber Monday,"Cyber monday my ass. 
Velam kon baba 😏",-0.5423,0.304,0.696,0.0
Cyber Monday,.@elonmusk what about a cyber Monday sale? (Specifically on home link),0.0,0.0,1.0,0.0
Cyber Monday,My Cyber Monday starts NOW! My Etsy shop is up to 20% off! Enjoy :) Link in Bio ☝🏻#MakeItMeaningful #EtsyGifts @ Ma… https://t.co/Oo80ItJS9s,0.7772,0.0,0.793,0.207
Cyber Monday,such a tough time being a graphic designer during the black friday + cyber monday weekend lmao,0.5267,0.074,0.735,0.191
Cyber Monday,"My Cyber Monday starts NOW! 
My shop is up to 30% off! Enjoy :)
#MakeItMeaningful #EtsyGifts https://t.co/UlLXZkEir3 https://t.co/kh2peTowqF",0.7772,0.0,0.702,0.298
Cyber Monday,Is cyber Monday cancelledt because Black Friday is basically cyber? 👁👄👁,0.0,0.0,1.0,0.0
Cyber Monday,I’m more of a sit on my couch cyber Monday girl than stand in line for 5 hours and get pushed Black Friday girl,0.0,0.0,1.0,0.0
Cyber Monday,RT @gr8lakeinvestor: $FSLY hit all time high traffic today. More than election day and this is just Black Friday and not even Cyber Monday.,0.0,0.0,1.0,0.0
Cyber Monday,CYBER MONDAY BLACK FRIDAY SPECIAL TODAY. ICIWorld. https://t.co/Qokzp1JKSB https://t.co/1Gj6ObyTqS,0.5319,0.0,0.7,0.3
Cyber Monday,We are Kicking Off The Open For Business Brampton Cyber Monday Bonanza Weekend long deals  The highly requested tee… https://t.co/BzhDgtEXzr,0.0,0.0,1.0,0.0
Cyber Monday,We are Kicking Off The Open For Business Brampton Cyber Monday Bonanza Weekend long deals. For our tooth gems we th… https://t.co/is5OUYPiGl,0.0,0.0,1.0,0.0
Cyber Monday,We are Kicking Off The Open For Business Brampton Cyber Monday Bonanza Weekend long deals  The fun-filled and packe… https://t.co/7YTsvSS7Cy,0.0,0.0,1.0,0.0
Cyber Monday,We are Kicking Off The Open For Business Brampton Cyber Monday Bonanza Weekend long deals  The teeth whitening (too… https://t.co/iRs5sTOoYg,0.0,0.0,1.0,0.0
Cyber Monday,The best Black Friday deals on noise-canceling headphones https://t.co/GhB4bqu4zz #health #business #engage,0.765,0.0,0.602,0.398
Cyber Monday,Her star sign is Black Friday while mine is Cyber Monday 😔,0.0772,0.0,0.902,0.098
Cyber Monday,"RT @SarahLaudenbach: 🖤 BLACK FRIDAY SALE 🖤 everything in my shop is 25% off today, and will be 15% off on cyber monday!! this includes all…",0.8745,0.0,0.743,0.257
Cyber Monday,@yesimtodd In store as well! There may also be a cyber Monday sale coming ;),0.5093,0.0,0.752,0.248
Cyber Monday,"RT @GerrieElectric: Gerrie's Black Friday &amp; Cyber Monday Sale is LIVE!

Check out our Door Crasher products on sale and get discounts on yo…",0.0,0.0,1.0,0.0
Cyber Monday,RT @gr8lakeinvestor: $FSLY hit all time high traffic today. More than election day and this is just Black Friday and not even Cyber Monday.,0.0,0.0,1.0,0.0
Cyber Monday,"So with no in store Black Friday shopping, does this not make Cyber Monday redundant?? #lockdownlife #BlackFriday2020 #TorontoLockdown",-0.4288,0.143,0.857,0.0
Cyber Monday,I’m high key waiting for cyber Monday,0.0,0.0,1.0,0.0
Cyber Monday,RT @gr8lakeinvestor: $FSLY hit all time high traffic today. More than election day and this is just Black Friday and not even Cyber Monday.,0.0,0.0,1.0,0.0
Cyber Monday,"20201127: StackCommerce: Safely shop online during Black Friday and Cyber Monday with a VPN [""Protect your online c… https://t.co/H3DYqAkm2l",0.7003,0.0,0.746,0.254
Cyber Monday,"RT @SarahLaudenbach: 🖤 BLACK FRIDAY SALE 🖤 everything in my shop is 25% off today, and will be 15% off on cyber monday!! this includes all…",0.8745,0.0,0.743,0.257
Cyber Monday,"🖤 BLACK FRIDAY SALE 🖤 everything in my shop is 25% off today, and will be 15% off on cyber monday!! this includes a… https://t.co/etLhAqvDo3",0.8745,0.0,0.736,0.264
Cyber Monday,RT @gr8lakeinvestor: $FSLY hit all time high traffic today. More than election day and this is just Black Friday and not even Cyber Monday.,0.0,0.0,1.0,0.0
Cyber Monday,"🇨🇦 Our Black Friday to Cyber Monday SALE starts Friday, November 27th.
40% off the entire website!

Cool Canuck app… https://t.co/mQRxAtkFAr",0.3802,0.0,0.885,0.115
Cyber Monday,RT @gr8lakeinvestor: $FSLY hit all time high traffic today. More than election day and this is just Black Friday and not even Cyber Monday.,0.0,0.0,1.0,0.0
Cyber Monday,"If Black Friday is online, what’s that mean for cyber Monday??",0.0,0.0,1.0,0.0
Cyber Monday,cyber monday &gt; black friday,0.0,0.0,1.0,0.0
Cyber Monday,Don't forget to shop local during Black Friday and Cyber Monday!! Support your local businesses! #theMARCRCgroupInc… https://t.co/j3Z8IMV33j,0.6419,0.0,0.741,0.259
Cyber Monday,@Alexison64 I'll wait for Cyber monday and see what's poppin then!,0.0,0.0,1.0,0.0
Cyber Monday,RT @gr8lakeinvestor: $FSLY hit all time high traffic today. More than election day and this is just Black Friday and not even Cyber Monday.,0.0,0.0,1.0,0.0
Cyber Monday,"RT @foxyoriginals: Grab what you need, it’s GO time 🛍 CYBER WEEK sale is on now. 40% off site wide with code CYBERFOXY. Plus a free mask ch…",0.5106,0.0,0.895,0.105
Cyber Monday,RT @gr8lakeinvestor: $FSLY hit all time high traffic today. More than election day and this is just Black Friday and not even Cyber Monday.,0.0,0.0,1.0,0.0
Cyber Monday,RT @gr8lakeinvestor: $FSLY hit all time high traffic today. More than election day and this is just Black Friday and not even Cyber Monday.,0.0,0.0,1.0,0.0
Cyber Monday,"RT @CouchApparel: SALE IS NOW LIVE!!!

𝟮𝟱% 𝗢𝗙𝗙 𝗘𝗩𝗘𝗥𝗬𝗧𝗛𝗜𝗡𝗚 on https://t.co/iwc9mOYELg throughout the entire weekend!! (Black Friday through…",0.0,0.0,1.0,0.0
Cyber Monday,RT @gr8lakeinvestor: $FSLY hit all time high traffic today. More than election day and this is just Black Friday and not even Cyber Monday.,0.0,0.0,1.0,0.0
Cyber Monday,"Also, my Black Friday deals are on ALL WEEKEND until 11:59pm/EST Cyber Monday! 
https://t.co/N2SZ3XCWO3 https://t.co/IOn1wwZnNB",0.0,0.0,1.0,0.0
Cyber Monday,$FSLY hit all time high traffic today. More than election day and this is just Black Friday and not even Cyber Monday.,0.0,0.0,1.0,0.0
Cyber Monday,"CYBER MONDAY Super Sale is here!
Get a 10% discount on all orders over $200.

Coupon Code : CYBERMONDAY
Offer valid… https://t.co/M6s2oCtrJA",0.636,0.0,0.834,0.166
Cyber Monday,RT @HiengTang: Happy Friday! It’s Black Friday/Cyber Monday weekend. I’m having a similar sale as last year but with more slots. 35BFCM2020…,0.3903,0.0,0.888,0.112
Cyber Monday,📷 20% Black Friday / Cyber Monday on everything in store including Sale Priced items! Use discount code “BF2020” at… https://t.co/ggjOCgS5Eq,0.0,0.0,1.0,0.0
Cyber Monday,20% Black Friday / Cyber Monday on everything in store including Sale Priced items! Use discount code “BF2020” at c… https://t.co/dpUgDuUOEL,0.0,0.0,1.0,0.0
Cyber Monday,Discounts on Tumult Hype and Whisk: Black Friday through Cyber Monday https://t.co/O7Dwa0edBO ⁦@hypeapp⁩,0.0,0.0,1.0,0.0
Cyber Monday,RT @HiengTang: Happy Friday! It’s Black Friday/Cyber Monday weekend. I’m having a similar sale as last year but with more slots. 35BFCM2020…,0.3903,0.0,0.888,0.112
Cyber Monday,RT @HiengTang: Happy Friday! It’s Black Friday/Cyber Monday weekend. I’m having a similar sale as last year but with more slots. 35BFCM2020…,0.3903,0.0,0.888,0.112
