query,tweet,compound,neg,neu,pos
#ClimateChange,"Can it already be the 7th @FIAFormulaE season?!  Great racing, technology stories, personalities, and importantly,… https://t.co/9xSjuFd4eo",0.6588,0.0,0.774,0.226
#ClimateChange,"#cc #climatechange RT @UNEP: The #ClimateCrisis and our health are inextricably intertwined.

Meeting the goals of… https://t.co/PV1NfHoqde",0.0,0.0,1.0,0.0
#ClimateChange,"#cc #climatechange RT @UNEP: A world without plants 🌿 = ❌no food, ❌no clean air &amp; ❌no life 

Plants produce most of… https://t.co/wV92H7NrRJ",0.4019,0.0,0.903,0.097
#ClimateChange,My colleagues Dina Awad and Susan Fridlyand discuss the federal government’s newly proposed Canadian Net-Zero Emiss… https://t.co/yXM1lAicoV,0.0,0.0,1.0,0.0
#ClimateChange,"The Big Banks’ green bafflegab. Look behind their pro-climate ads and do what they do. #climatechange #cdnpoli 
https://t.co/vmnF5G2ipQ",0.0,0.0,1.0,0.0
#ClimateChange,.⁦@SebastianMikosz⁩ would have us believe that we *must* go back to flying everywhere to do business. Sadly for him… https://t.co/hvUB6aYgGL,-0.4215,0.128,0.872,0.0
#ClimateChange,Some people like @POTUS have yet to figure out human emissions and forest ecosystem destruction are driving… https://t.co/3at3BTO4Ll,-0.296,0.167,0.721,0.113
#ClimateChange,RT @QuirkyForum: #ClimateChange.  Warming #Oceans expanding and impacting ocean property values. Coastal flooding. Oceans more acidic and h…,0.5106,0.0,0.788,0.212
#ClimateChange,#ClimateChange.  Warming #Oceans expanding and impacting ocean property values. Coastal flooding. Oceans more acidi… https://t.co/k20ElTgwfZ,0.5106,0.0,0.751,0.249
#ClimateChange,"RT @GChamberlainAZ: @BandyXLee1 It is wise to realize the battle against misinformation, sabotage of legislation, fraud, willful blindness,…",-0.8402,0.429,0.461,0.11
#ClimateChange,"RT @GChamberlainAZ: @BandyXLee1 It is wise to realize the battle against misinformation, sabotage of legislation, fraud, willful blindness,…",-0.8402,0.429,0.461,0.11
#ClimateChange,"@BandyXLee1 It is wise to realize the battle against misinformation, sabotage of legislation, fraud, willful blindn… https://t.co/XvSXUvDreb",-0.8402,0.445,0.441,0.114
#ClimateChange,RT @BevcannaEnt: Can #farming hemp help fight #climatechange? A small farm in upstate New York is working to revolutionize the #organic far…,0.0258,0.103,0.791,0.107
#ClimateChange,RT @GChamberlainAZ: @Johnny_Joey How are sociopaths responding to 250 000 of their fellow Americans who have died from #Covid19 ? To @IPCC_…,-0.5574,0.146,0.854,0.0
#ClimateChange,RT @GChamberlainAZ: HONOUR? How are sociopaths responding to 250 000 of their fellow Americans whoDied from #Covid19 ? To @IPCC_CH @usgcrp…,0.6997,0.0,0.807,0.193
#ClimateChange,HONOUR? How are sociopaths responding to 250 000 of their fellow Americans whoDied from #Covid19 ? To @IPCC_CH… https://t.co/Rkk1oTJYiT,0.6997,0.0,0.79,0.21
#ClimateChange,@Johnny_Joey How are sociopaths responding to 250 000 of their fellow Americans who have died from #Covid19 ? To… https://t.co/upc32NVXVP,-0.5574,0.159,0.841,0.0
#ClimateChange,RT @BevcannaEnt: Can #farming hemp help fight #climatechange? A small farm in upstate New York is working to revolutionize the #organic far…,0.0258,0.103,0.791,0.107
#ClimateChange,@OttenbergEve @JoeBiden @RonaldKlain @ABlinken @DrBiden @vonderleyen @cafreeland @ChinaAmbUN @MFA_China 2… https://t.co/11474ETRoS,0.0,0.0,1.0,0.0
#ClimateChange,RT @MariaPWong: #foodsecurity due to #climatechange in Nicaragua’s dry corridor was already a major concern. With the #COVID19 pandemic and…,0.0,0.0,1.0,0.0
#ClimateChange,RT @MariaPWong: #foodsecurity due to #climatechange in Nicaragua’s dry corridor was already a major concern. With the #COVID19 pandemic and…,0.0,0.0,1.0,0.0
#ClimateChange,#foodsecurity due to #climatechange in Nicaragua’s dry corridor was already a major concern. With the #COVID19 pand… https://t.co/zJkvALDsMS,0.0,0.0,1.0,0.0
#ClimateChange,There might be more than one piece coming from this meeting. Just finished a recap of the highlights and starting o… https://t.co/hRCiEwkm0s,0.0,0.0,1.0,0.0
#ClimateChange,RT @Building_mag: How 'net-zero' and 'passive' houses can cut carbon emissions — and energy bills. #climatecrisis #climatechange #netzero #…,0.2023,0.095,0.727,0.177
#ClimateChange,RT @Building_mag: How 'net-zero' and 'passive' houses can cut carbon emissions — and energy bills. #climatecrisis #climatechange #netzero #…,0.2023,0.095,0.727,0.177
#ClimateChange,"RT @SheilaWang7: #RichmondHill council adopted a slew of motions at the meeting today: from #climatechange to #traffic. 

Here is a link to…",0.0,0.0,1.0,0.0
#ClimateChange,"RT @PreetiBhuyan: Given that 2/3 of the world's polar bears live in Canada, do we have a special responsibility towards them? Author and Ex…",0.4019,0.0,0.895,0.105
#ClimateChange,Local champions make all the difference! We couldn’t be happier to have one like our MP here in #Milton #Ontario !… https://t.co/v6o1PEsyrs,0.8715,0.0,0.658,0.342
#ClimateChange,"""Ellen Quigley, an academic at Cambridge who grew up in #Saskatoon, was the primary author of a report outlining th… https://t.co/yfVW3I25Jh",0.0,0.0,1.0,0.0
#ClimateChange,"RT @SheilaWang7: #RichmondHill council adopted a slew of motions at the meeting today: from #climatechange to #traffic. 

Here is a link to…",0.0,0.0,1.0,0.0
#ClimateChange,RT @CycleToronto: REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their futur…,0.6808,0.0,0.741,0.259
#ClimateChange,"RT @SheilaWang7: #RichmondHill council adopted a slew of motions at the meeting today: from #climatechange to #traffic. 

Here is a link to…",0.0,0.0,1.0,0.0
#ClimateChange,"#RichmondHill council adopted a slew of motions at the meeting today: from #climatechange to #traffic. 

Here is a… https://t.co/ZedfShOSeg",0.0,0.0,1.0,0.0
#ClimateChange,"RT @utpress: “While science can explain the origins and effects of climate change, it alone cannot resolve the problem.” Learn everything y…",-0.4912,0.173,0.827,0.0
#ClimateChange,"“While science can explain the origins and effects of climate change, it alone cannot resolve the problem.” Learn e… https://t.co/ZHg4zORIrT",-0.4912,0.189,0.811,0.0
#ClimateChange,#cc #climatechange RT @UNEP: RT @GlobalGoalsUN: Do you consider yourself a sustainability guru? Put your green know… https://t.co/I5kspexyF8,0.0,0.0,1.0,0.0
#ClimateChange,@charliekirk11 @realDonaldTrump @FBI Documenting fraud by @TPUSA &amp; leadership in response to @IPCC_CH @usgcrp… https://t.co/dNnSolSSN1,-0.5859,0.213,0.787,0.0
#ClimateChange,"RT @sustainableto: Today on the blog, we're sharing how passive house design can save you energy (and money). https://t.co/epqJ57B5Zc

#sus…",0.836,0.0,0.618,0.382
#ClimateChange,"What needs to be done to avoid a #ClimateChange Catastrophe
https://t.co/fhOyrtw5ym https://t.co/aybrgxfcXs",-0.765,0.398,0.602,0.0
#ClimateChange,#cc #climatechange RT @UNEP: Anti-microbial resistance growth is placing the world in danger of creating a generati… https://t.co/LhuwXkwq27,0.1027,0.147,0.647,0.207
#ClimateChange,"RT @jobinindia: #ClimateAction #BidenHarris
Have an uphill task of making this conversation 75%. #ClimateChange is true. #Americans will ha…",0.4215,0.0,0.865,0.135
#ClimateChange,"#ClimateAction #BidenHarris
Have an uphill task of making this conversation 75%. #ClimateChange is true. #Americans… https://t.co/f6d99uI1aS",0.4215,0.0,0.843,0.157
#ClimateChange,@KavehMadani talks about climate change as a major concern in the First World and its relevance to impoverished cou… https://t.co/ySrKmQ55Fg,0.0,0.0,1.0,0.0
#ClimateChange,".@Bulc_EU: In seeking multilateral solutions to #ClimateChange, we've started to learn how to seriously globally en… https://t.co/vkB2d2EOHP",0.0,0.092,0.815,0.092
#ClimateChange,Will you keep this in mind next time you prepare a meal? #socialenterprise #sustainability #socialimpact… https://t.co/Ez5vYtHM8c,0.0,0.0,1.0,0.0
#ClimateChange,"Answer (Mosner): Although the #Biden administration has indicated making #climatechange a priority, first need to s… https://t.co/rak6LXKxue",0.0,0.0,1.0,0.0
#ClimateChange,"RT @CanadianWater: #ICYMI: To help Canadians adapt to climate change and build more resilient communities, Intact Financial Corporation is…",0.5809,0.0,0.781,0.219
#ClimateChange,"#ICYMI: To help Canadians adapt to climate change and build more resilient communities, Intact Financial Corporatio… https://t.co/3pdnRIhkTM",0.5809,0.0,0.759,0.241
#ClimateChange,"#cc #climatechange RT @UNEP: 2⃣ Fossil fuel subsidies must end.

Carbon must have a price to deliver a market-drive… https://t.co/4Rp6kXUD6r",0.0,0.0,1.0,0.0
#ClimateChange,"#cc #climatechange RT @UNEP: 3⃣ No bailouts for polluting industries

Efforts to rescue businesses must be 𝐠𝐫𝐞𝐞𝐧 𝐚𝐧… https://t.co/u5m5qzaRuc",0.2732,0.098,0.756,0.147
#ClimateChange,"#cc #climatechange RT @UNEP: 4⃣ Climate risks must be incorporated into all aspects of public policymaking

The… https://t.co/XRRY9mM9ur",-0.2732,0.11,0.89,0.0
#ClimateChange,"#cc #climatechange RT @UNEP: 5⃣We need to work together to recover better.

No country, no company can succeed alone.",0.5842,0.16,0.535,0.305
#ClimateChange,"#cc #climatechange RT @UNEP: 6⃣ We must leave no one behind.

The recovery must ensure that the poorest &amp; most
vuln… https://t.co/hf8ftSkCsp",-0.5106,0.251,0.655,0.095
#ClimateChange,.@Bulc_EU: As we have gained global consciousness about #climatechange and devastating consequences of our constant… https://t.co/vd8d4Jozvo,-0.4019,0.206,0.67,0.124
#ClimateChange,#Canada's top central banker is making a plea for the country to more quickly address the impacts of #climatechange… https://t.co/7V5YieJiNU,0.2023,0.0,0.913,0.087
#ClimateChange,RT @CycleToronto: REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their futur…,0.6808,0.0,0.741,0.259
#ClimateChange,Want to see how #sociopaths view the world @charliekirk11 thinks taxing billionaires is theft ? That wearing a mask… https://t.co/hCXG1eAUWw,0.0772,0.0,0.936,0.064
#ClimateChange,RT @CycleToronto: REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their futur…,0.6808,0.0,0.741,0.259
#ClimateChange,RT @HRAI_Canada: Pleased to share 4 recommendations to improve #Apprenticeship &amp; to build our #SkilledTrade #Workforce #climatechange #HVAC…,0.7906,0.0,0.652,0.348
#ClimateChange,"Now #climatechange is causing the pollution that caused #climatechange - 👌 got it 

What ever you do - don’t come d… https://t.co/eqpWkxneqM",0.7297,0.0,0.774,0.226
#ClimateChange,RT @Building_mag: How 'net-zero' and 'passive' houses can cut carbon emissions — and energy bills. #climatecrisis #climatechange #netzero #…,0.2023,0.095,0.727,0.177
#ClimateChange,RT @Building_mag: How 'net-zero' and 'passive' houses can cut carbon emissions — and energy bills. #climatecrisis #climatechange #netzero #…,0.2023,0.095,0.727,0.177
#ClimateChange,Omara and Eniola learning about #climatechange through the #leadlikeagirl program offered by DYLOTT (Developing You… https://t.co/yPsTdziYTD,0.0,0.0,1.0,0.0
#ClimateChange,How 'net-zero' and 'passive' houses can cut carbon emissions — and energy bills. #climatecrisis #climatechange… https://t.co/quOsW4HR92,0.2023,0.111,0.684,0.205
#ClimateChange,RT @CycleToronto: REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their futur…,0.6808,0.0,0.741,0.259
#ClimateChange,RT @CycleToronto: REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their futur…,0.6808,0.0,0.741,0.259
#ClimateChange,RT @CycleToronto: REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their futur…,0.6808,0.0,0.741,0.259
#ClimateChange,RT @CycleToronto: REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their futur…,0.6808,0.0,0.741,0.259
#ClimateChange,RT @CycleToronto: REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their futur…,0.6808,0.0,0.741,0.259
#ClimateChange,RT @CycleToronto: REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their futur…,0.6808,0.0,0.741,0.259
#ClimateChange,"RT @JananiSivarajah: Thanks @GreenInfraOn for highlighting our article in @ConversationCA. Yes, agreed! All stakeholders should collaborati…",0.7901,0.0,0.619,0.381
#ClimateChange,RT @CycleToronto: REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their futur…,0.6808,0.0,0.741,0.259
#ClimateChange,#cc #climatechange RT @UNEP: #EarthChamps '16 @AfrozShah1 has led one of the world’s largest beach clean-up project… https://t.co/C8rHN7DmBQ,0.0,0.0,1.0,0.0
#ClimateChange,RT @CycleToronto: REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their futur…,0.6808,0.0,0.741,0.259
#ClimateChange,RT @CycleToronto: REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their futur…,0.6808,0.0,0.741,0.259
#ClimateChange,REimagine Yonge: a once-in-a-lifetime opportunity for North York Centre &amp; surrounding neighbourhoods to shape their… https://t.co/Of7OYZgpY6,0.6808,0.0,0.714,0.286
#ClimateChange,"RT @PreetiBhuyan: Given that 2/3 of the world's polar bears live in Canada, do we have a special responsibility towards them? Author and Ex…",0.4019,0.0,0.895,0.105
#ClimateChange,"RT @PreetiBhuyan: Given that 2/3 of the world's polar bears live in Canada, do we have a special responsibility towards them? Author and Ex…",0.4019,0.0,0.895,0.105
#ClimateChange,"RT @CoffeeAssociat1: #ClimateChange is impacting coffee crops, the lives of coffee farmers &amp; the sector as a whole. As
one of nearly 160 me…",0.0,0.0,1.0,0.0
#ClimateChange,"RT @PreetiBhuyan: Given that 2/3 of the world's polar bears live in Canada, do we have a special responsibility towards them? Author and Ex…",0.4019,0.0,0.895,0.105
#ClimateChange,"#ClimateChange is impacting coffee crops, the lives of coffee farmers &amp; the sector as a whole. As
one of nearly 160… https://t.co/Vb9EbJ2zr6",0.0,0.0,1.0,0.0
#ClimateChange,"RT @PreetiBhuyan: Given that 2/3 of the world's polar bears live in Canada, do we have a special responsibility towards them? Author and Ex…",0.4019,0.0,0.895,0.105
#ClimateChange,"RT @PreetiBhuyan: Given that 2/3 of the world's polar bears live in Canada, do we have a special responsibility towards them? Author and Ex…",0.4019,0.0,0.895,0.105
#ClimateChange,"RT @EcoManDan: #cc #climatechange RT @UNEP: The finance industry, its future profitability and our very own survival need natural systems.…",0.5574,0.0,0.796,0.204
#ClimateChange,"#cc #climatechange RT @UNEP: The finance industry, its future profitability and our very own survival need natural… https://t.co/pHJWOfp0Xw",0.2732,0.0,0.89,0.11
#ClimateChange,"RT @utpress: Join us for an expert panel on where we are five years after the Paris Agreement, featuring UTP authors Rae André, Mireille F.…",0.6597,0.0,0.81,0.19
#ClimateChange,#cc #climatechange RT @UNEP: RT @andersen_inger: Very pleased to speak at opening of virtually held COP6 of @UNEP h… https://t.co/KIwgF05zrn,0.4927,0.0,0.856,0.144
#ClimateChange,"RT @EcoManDan: #cc #climatechange RT @UNEP: #DYK overuse or misuse of antimicrobials, including antibiotics can lead to a global environmen…",0.0,0.0,1.0,0.0
#ClimateChange,"#cc #climatechange RT @UNEP: #DYK overuse or misuse of antimicrobials, including antibiotics can lead to a global e… https://t.co/fX4a5flCfU",0.0,0.0,1.0,0.0
#ClimateChange,"#cc #climatechange RT @UNEP: RT @UN: Taking #ClimateAction doesn't have to be difficult.

Use the new #ActNow… https://t.co/rNMzJzjLAX",-0.3612,0.128,0.872,0.0
#ClimateChange,"#cc #climatechange RT @UNEP: The @UN #OceanDecade🌊 vision is the ‘science we need for the ocean we want’.

It provi… https://t.co/YqOWoHMSsH",0.25,0.0,0.917,0.083
#ClimateChange,#climatechange most of the people screaming climate change are the ones doing what they are asking we don't do. Why?,-0.3818,0.12,0.88,0.0
#ClimateChange,"At the start of this #pandemic, I said #lockdowns were trying to achieve what years of #ClimateChange fearmongering… https://t.co/dsLzRVd2Qm",0.0,0.0,1.0,0.0
#ClimateChange,"RT @Toronto350: “During the Atlantic hurricane season, the waters of the Atlantic have been unusually mild, the result of human-caused glob…",0.0,0.0,1.0,0.0
#ClimateChange,"Given that 2/3 of the world's polar bears live in Canada, do we have a special responsibility towards them? Author… https://t.co/b8vB1ugUJv",0.4019,0.0,0.881,0.119
#ClimateChange,RT @Toronto350: “... Dodd-Frank gives the Biden administration the power to inhibit or prohibit investments in fossil fuels...” #climateact…,-0.3818,0.126,0.874,0.0
#ClimateChange,"RT @GermanyinTO: They are the lungs of the planet: forests produce oxygen, absorb carbon dioxide and have a profound impact on global clima…",0.0,0.0,1.0,0.0
#ClimateChange,"RT @GermanyinTO: They are the lungs of the planet: forests produce oxygen, absorb carbon dioxide and have a profound impact on global clima…",0.0,0.0,1.0,0.0
#ClimateChange,"RT @utpress: Join us for an expert panel on where we are five years after the Paris Agreement, featuring UTP authors Rae André, Mireille F.…",0.6597,0.0,0.81,0.19
#ClimateChange,"Join us for an expert panel on where we are five years after the Paris Agreement, featuring UTP authors Rae André,… https://t.co/eyFv5sioGx",0.6597,0.0,0.787,0.213
#ClimateChange,RT @kgsambrano: #climatechange A quick graph of countries and #carbonemissions levels. Much work to be done. https://t.co/f8dmGuza5T,0.0,0.0,1.0,0.0
#ClimateChange,#climatechange A quick graph of countries and #carbonemissions levels. Much work to be done. https://t.co/f8dmGuza5T,0.0,0.0,1.0,0.0
#ClimateChange,RT @Toronto350: “... Dodd-Frank gives the Biden administration the power to inhibit or prohibit investments in fossil fuels...” #climateact…,-0.3818,0.126,0.874,0.0
#ClimateChange,“... Dodd-Frank gives the Biden administration the power to inhibit or prohibit investments in fossil fuels...”… https://t.co/NDdKTE0bUA,-0.3818,0.14,0.86,0.0
#ClimateChange,So proud and excited to work with these amazing charities doing great work to #protect Canadians from #climatechange https://t.co/sFhCzzFDky,0.9626,0.0,0.397,0.603
#ClimateChange,"RT @envirogovlab: @cartwrightTO shares important insights on #climatechange and the economy: 

""It is not jobs vs the environment. There ar…",0.4588,0.0,0.818,0.182
#ClimateChange,"@cartwrightTO shares important insights on #climatechange and the economy: 

""It is not jobs vs the environment. Th… https://t.co/TMYSdkXTpe",0.4588,0.0,0.8,0.2
#ClimateChange,Canadian Energy Regulator study shows new export oil pipelines no longer viable with minimal action on… https://t.co/Nu0ptgag9N,-0.0258,0.114,0.777,0.109
#ClimateChange,Cant wait for relaunch / commitment to climatechange.  #PROJECTNANUK #savetheseaice #climatechange check out… https://t.co/DbBcEEh2aE,0.3818,0.0,0.833,0.167
#ClimateChange,New report out today from @CleanProsperity looking at how Canada can approach net zero. Report here and #Thread wit… https://t.co/R0UTMmvmdH,0.0,0.0,1.0,0.0
#ClimateChange,"They are the lungs of the planet: forests produce oxygen, absorb carbon dioxide and have a profound impact on globa… https://t.co/6d74tzSOly",0.0,0.0,1.0,0.0
#ClimateChange,#cc #climatechange RT @UNEP: RT @JoyceMsuya: 115 countries have made commitments to restore up to 1 billion hectare… https://t.co/SayQJkrDfG,0.4019,0.0,0.821,0.179
#ClimateChange,"Tonight at 7 pm: Join author David Miller at @river_bookshop as he discusses his new book, Solved: How the World’s… https://t.co/f12JXbTJSw",0.5106,0.0,0.815,0.185
#ClimateChange,"#cc #climatechange RT @UNEP: Methane released directly into the atmosphere is a highly potent greenhouse gas.

Majo… https://t.co/SbWJczgXC9",0.0,0.0,1.0,0.0
#ClimateChange,“The reality is that plastic pollution is a complex societal issue requiring interventions at each stage of the lif… https://t.co/xrVJw1EJpC,0.0,0.0,1.0,0.0
#ClimateChange,Mayors are also at the forefront of fighting climate change. We’ve got the book for that: Solved by former Toronto… https://t.co/wsJhsdpXxj,-0.1027,0.106,0.805,0.089
#ClimateChange,"RT @New_AllyO: #Resisters RT

🚨 🚨 🚨 🚨 🚨 🚨 

#PresidentElectJoe  Couldn’t have picked a better person to deal with #ClimateChange 
 
JOHN KE…",0.4404,0.0,0.921,0.079
#ClimateChange,"RT @EcoManDan: #cc #climatechange RT @UNEP: RT @UN_Water: What do you use the most water for?
Tell us your stories and opinions about the w…",0.0,0.0,1.0,0.0
#ClimateChange,RT @EcoManDan: #cc #climatechange RT @UNEP: RT @andersen_inger: We need to ensure that global trade policies protect the environment not on…,0.6369,0.0,0.785,0.215
#ClimateChange,#cc #climatechange RT @UNEP: RT @andersen_inger: We need to ensure that global trade policies protect the environme… https://t.co/iO7YvVfxkQ,0.6369,0.0,0.755,0.245
#ClimateChange,"#cc #climatechange RT @UNEP: RT @UN_Water: What do you use the most water for?
Tell us your stories and opinions ab… https://t.co/00uJFMBrYj",0.0,0.0,1.0,0.0
#ClimateChange,The 41 Things Biden Should Do First on Climate Change https://t.co/NhY8UJy76B #climatechange,0.0,0.0,1.0,0.0
#ClimateChange,#cc #climatechange RT @UNEP: Collaborative Partnership on Sustainable Wildlife Management joint statement calls for… https://t.co/rKfDsFPXtn,0.0,0.0,1.0,0.0
#ClimateChange,RT @QuirkyForum: In fighting #ClimateChange one whale equals 1000 trees. Absorb carbon in their bodies.  Stir up bottom of ocean which prov…,-0.3612,0.106,0.894,0.0
#ClimateChange,"RT @Toronto350: “During the Atlantic hurricane season, the waters of the Atlantic have been unusually mild, the result of human-caused glob…",0.0,0.0,1.0,0.0
#ClimateChange,"“During the Atlantic hurricane season, the waters of the Atlantic have been unusually mild, the result of human-cau… https://t.co/g5XfaAiAYf",0.0,0.0,1.0,0.0
#ClimateChange,General Motors drops support for Trump administration's legal efforts against California fuel economy rules #USpoli… https://t.co/aN4ujpyrrN,0.4939,0.0,0.769,0.231
#ClimateChange,"RT @QuirkyForum: 38% of world dealing with desertification.  Fertile areas becoming arid. #Cyprus, #Greece, #Malta, #Portugal, #Slovenia an…",0.0,0.0,1.0,0.0
#ClimateChange,#cc #climatechange RT @UNEP: Levels of carbon dioxide in the atmosphere hit a 🆕 record of 410.5 parts per million i… https://t.co/4DJOJ64GpZ,0.0,0.0,1.0,0.0
#ClimateChange,RT @ebikesinternatl: Cycling Through the Snow: How to Make Winter Biking Less Daunting @CBCNews #cycling #ebikes #cargobikes #MoreCycling #…,0.0,0.0,1.0,0.0
#ClimateChange,@Slate Is @charliekirk11 a criminal socio ecopath Take a look about how he is advocating disregard for others. He a… https://t.co/yhilqiRUvI,-0.6705,0.224,0.776,0.0
#ClimateChange,And a bad news story... Lebanon’s iconic cedar trees are burning ... #ClimateCrisis #climatechange https://t.co/WGsW9GPC0c,-0.5423,0.2,0.8,0.0
#ClimateChange,"As the Region undertakes a review of its Official Plan, local residents are urging Halton officials to strongly foc… https://t.co/exP2CjYbpW",0.2732,0.0,0.9,0.1
#ClimateChange,"As the Region undertakes a review of its Official Plan, local residents are urging Halton officials to strongly foc… https://t.co/eX9HbZMR0T",0.2732,0.0,0.9,0.1
#ClimateChange,RT @QuirkyForum: In fighting #ClimateChange one whale equals 1000 trees. Absorb carbon in their bodies.  Stir up bottom of ocean which prov…,-0.3612,0.106,0.894,0.0
#ClimateChange,#cc #climatechange RT @UNEP: The Montreal Protocol on Substances that Deplete the Ozone Layer is a global agreement… https://t.co/rHW48D3iMt,0.0,0.0,1.0,0.0
#ClimateChange,"#climatechange #ClimateAction 

#Hugo might outlive #BidenHarris administration too. But in order for him to do tha… https://t.co/oIkq1vZIRK",0.0,0.0,1.0,0.0
#ClimateChange,"#cc #climatechange RT @UNEP: Lake Bogoria in Kenya is famous for its flamingos and freshwater spouts.

#DYK the spo… https://t.co/ICnA0cXDbe",0.0,0.0,1.0,0.0
#ClimateChange,"@ClimateAd This ad obscures fundamental facts of #climatechange 

(1) climate crisis is perpetuated by people who h… https://t.co/xeWGFJ7TUq",-0.6249,0.194,0.806,0.0
#ClimateChange,"This ad obscures fundamental facts of #climatechange 

(1) climate crisis is perpetuated by people who have real ec… https://t.co/4Ntw69XmO2",-0.6249,0.186,0.814,0.0
#ClimateChange,@JohnKerry Adults are being invited back into the room. Thank goodness! 👊🏼 #climatechange #ClimateAction… https://t.co/klBWHIIGai,0.6996,0.0,0.746,0.254
#ClimateChange,RT @GChamberlainAZ: @charliekirk11 @FBI Here we have an evangelical Christian showing his true values. Disregard for the safety &amp; well bein…,0.8074,0.074,0.561,0.365
#ClimateChange,@charliekirk11 @FBI Here we have an evangelical Christian showing his true values. Disregard for the safety &amp; well… https://t.co/PuxD5ijWzS,0.7351,0.083,0.591,0.327
#ClimateChange,"RT @New_AllyO: #Resisters RT

🚨 🚨 🚨 🚨 🚨 🚨 

#PresidentElectJoe  Couldn’t have picked a better person to deal with #ClimateChange 
 
JOHN KE…",0.4404,0.0,0.921,0.079
#ClimateChange,Canadian company will build $830M agriculture centre to fight #climatechange #Ecocide @EcocideLaw #cdnpoli… https://t.co/xQsBjeMbCC,-0.3818,0.167,0.833,0.0
#ClimateChange,"RT @New_AllyO: #Resisters RT

🚨 🚨 🚨 🚨 🚨 🚨 

#PresidentElectJoe  Couldn’t have picked a better person to deal with #ClimateChange 
 
JOHN KE…",0.4404,0.0,0.921,0.079
#ClimateChange,"RT @New_AllyO: #Resisters RT

🚨 🚨 🚨 🚨 🚨 🚨 

#PresidentElectJoe  Couldn’t have picked a better person to deal with #ClimateChange 
 
JOHN KE…",0.4404,0.0,0.921,0.079
#ClimateChange,"RT @New_AllyO: #Resisters RT

🚨 🚨 🚨 🚨 🚨 🚨 

#PresidentElectJoe  Couldn’t have picked a better person to deal with #ClimateChange 
 
JOHN KE…",0.4404,0.0,0.921,0.079
#ClimateChange,"#Resisters RT

🚨 🚨 🚨 🚨 🚨 🚨 

#PresidentElectJoe  Couldn’t have picked a better person to deal with #ClimateChange… https://t.co/oqvLcIeatj",0.4404,0.0,0.914,0.086
#ClimateChange,#Canada federal government introduced the Canadian Net-Zero Emissions Accountability Act (Bill C-12) to put Canada… https://t.co/4UGXOR46qw,0.0,0.0,1.0,0.0
#ClimateChange,#canada federal government introduced the Canadian Net-Zero Emissions Accountability Act (Bill C-12) to put Canada… https://t.co/oNuVDb51dS,0.0,0.0,1.0,0.0
#ClimateChange,RT @AlbertFiorino: @AmbassadorRice @ABlinken @state 1 `@vonderleyen @DrBiden @jensstoltenberg @RonaldKlain @SenatorRomney @RegSprecher @Emm…,0.0,0.0,1.0,0.0
#ClimateChange,"RT @tudoralexis1: Make Our Planet Great Again!
#ClimateEmergency #climatechange #ClimateAction https://t.co/mIcYJYhehG",0.6588,0.0,0.695,0.305
#ClimateChange,"Make Our Planet Great Again!
#ClimateEmergency #climatechange #ClimateAction https://t.co/mIcYJYhehG",0.6588,0.0,0.646,0.354
#ClimateChange,"Since the #COVID19 pandemic, @JustinTrudeau has stopped adding ""#ClimateChange"" at the end of every sentence. So ha… https://t.co/ARBxUqLaY6",-0.1531,0.099,0.833,0.068
#ClimateChange,"Very proud to launch our first @CDP Sustainable Food Systems initiative report ""Hungry for Change,"" asking: are the… https://t.co/E9Gy0bTyxo",0.5256,0.0,0.841,0.159
#ClimateChange,"“Reducing emissions from deforestation and forest degradation (REDD+) can improve lives, protect forests and biodiv… https://t.co/TMOHcCyqSN",0.2732,0.155,0.594,0.251
#ClimateChange,"RT @CheriDiNovo: And on the environmental front @fordnation is, well, behind #ClimateChange #ClimateCrisis",0.2732,0.0,0.851,0.149
#ClimateChange,Look forward this week and beyond for our #sustainable-minded Springbay Studio team sharing some of their CO2 Calcu… https://t.co/ZTKE1l8Mbn,0.4215,0.0,0.865,0.135
#ClimateChange,Has #climatechange changed the way we view #Science in the #west? #ClimateCrisis #ClimateAction #research… https://t.co/OTPsc2Uhys,0.0,0.0,1.0,0.0
#ClimateChange,@Acosta This is excellent news! #climatechange,0.6114,0.0,0.556,0.444
